,Year,Age,MainOffence,Gender,Ethnicity,Order,Value,Flags
34267.21,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.22,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.23,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.24,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.25,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.26,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.27,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.28,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.29,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
33596,1995,16,Acts Intended To Cause Injury,Male,Maori,"Supervision with activity, intensive supervision",1,NA
34034,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",1,NA
34389,1995,16,Theft And Related Offences,Male,Maori,"Supervision with activity, intensive supervision",1,NA
34209,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34209.1,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34209.2,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34209.3,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34209.4,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34209.5,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34009,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Supervision with residence,1,NA
34368,1995,16,Theft And Related Offences,Male,Maori,Supervision with residence,1,NA
34183,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,1,NA
33617,1995,16,Acts Intended To Cause Injury,Male,Maori,"Supervision, community work",9,NA
33617.1,1995,16,Acts Intended To Cause Injury,Male,Maori,"Supervision, community work",9,NA
33617.2,1995,16,Acts Intended To Cause Injury,Male,Maori,"Supervision, community work",9,NA
33617.3,1995,16,Acts Intended To Cause Injury,Male,Maori,"Supervision, community work",9,NA
33617.4,1995,16,Acts Intended To Cause Injury,Male,Maori,"Supervision, community work",9,NA
33617.5,1995,16,Acts Intended To Cause Injury,Male,Maori,"Supervision, community work",9,NA
33617.6,1995,16,Acts Intended To Cause Injury,Male,Maori,"Supervision, community work",9,NA
33617.7,1995,16,Acts Intended To Cause Injury,Male,Maori,"Supervision, community work",9,NA
33617.8,1995,16,Acts Intended To Cause Injury,Male,Maori,"Supervision, community work",9,NA
34529,1995,16,"Fraud, Deception And Related Offences",Male,Maori,"Supervision, community work",1,NA
34608,1995,16,Illicit Drug Offences,Male,Maori,"Supervision, community work",1,NA
34815,1995,16,Property Damage And Environmental Pollution,Male,Maori,"Supervision, community work",6,NA
34815.1,1995,16,Property Damage And Environmental Pollution,Male,Maori,"Supervision, community work",6,NA
34815.2,1995,16,Property Damage And Environmental Pollution,Male,Maori,"Supervision, community work",6,NA
34815.3,1995,16,Property Damage And Environmental Pollution,Male,Maori,"Supervision, community work",6,NA
34815.4,1995,16,Property Damage And Environmental Pollution,Male,Maori,"Supervision, community work",6,NA
34815.5,1995,16,Property Damage And Environmental Pollution,Male,Maori,"Supervision, community work",6,NA
34933,1995,16,Public Order Offences,Male,Maori,"Supervision, community work",1,NA
34058,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",9,NA
34058.1,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",9,NA
34058.2,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",9,NA
34058.3,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",9,NA
34058.4,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",9,NA
34058.5,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",9,NA
34058.6,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",9,NA
34058.7,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",9,NA
34058.8,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",9,NA
33746,1995,16,Sexual Assault And Related Offences,Male,Maori,"Supervision, community work",1,NA
34412,1995,16,Theft And Related Offences,Male,Maori,"Supervision, community work",9,NA
34412.1,1995,16,Theft And Related Offences,Male,Maori,"Supervision, community work",9,NA
34412.2,1995,16,Theft And Related Offences,Male,Maori,"Supervision, community work",9,NA
34412.3,1995,16,Theft And Related Offences,Male,Maori,"Supervision, community work",9,NA
34412.4,1995,16,Theft And Related Offences,Male,Maori,"Supervision, community work",9,NA
34412.5,1995,16,Theft And Related Offences,Male,Maori,"Supervision, community work",9,NA
34412.6,1995,16,Theft And Related Offences,Male,Maori,"Supervision, community work",9,NA
34412.7,1995,16,Theft And Related Offences,Male,Maori,"Supervision, community work",9,NA
34412.8,1995,16,Theft And Related Offences,Male,Maori,"Supervision, community work",9,NA
35064,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Supervision, community work",1,NA
34235,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.1,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.2,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.3,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.4,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.5,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.6,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.7,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.8,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.9,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.1,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.11,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.12,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.13,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.14,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.15,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.16,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.17,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.18,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.19,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.2,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.21,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.22,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
34235.23,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",24,NA
50577,1995,Unknown,Theft And Related Offences,Male,Maori,"Discharge, admonish",1,NA
50509,1995,Unknown,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",1,NA
50531,1995,Unknown,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",1,NA
7472,1995,14,Sexual Assault And Related Offences,Male,Other,"Discharge, admonish",1,NA
7504,1995,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Other,Supervision with residence,1,NA
22142,1995,15,Dangerous Or Negligent Acts Endangering Persons,Male,Other,"Monetary, confiscation, disqualification",1,NA
22138,1995,15,Dangerous Or Negligent Acts Endangering Persons,Male,Other,Supervision with residence,1,NA
22182,1995,15,"Robbery, Extortion And Related Offences",Male,Other,"Supervision, community work",1,NA
22244,1995,15,Theft And Related Offences,Male,Other,"Supervision, community work",1,NA
22215,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Other,"Supervision, community work",1,NA
41592,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Other,"Discharge, admonish",1,NA
41777,1995,16,Illicit Drug Offences,Male,Other,"Discharge, admonish",1,NA
41972,1995,16,Miscellaneous Offences,Male,Other,"Discharge, admonish",1,NA
41954,1995,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Other,"Discharge, admonish",1,NA
41852,1995,16,Public Order Offences,Male,Other,"Discharge, admonish",1,NA
41570,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Other,"Monetary, confiscation, disqualification",6,NA
41570.1,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Other,"Monetary, confiscation, disqualification",6,NA
41570.2,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Other,"Monetary, confiscation, disqualification",6,NA
41570.3,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Other,"Monetary, confiscation, disqualification",6,NA
41570.4,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Other,"Monetary, confiscation, disqualification",6,NA
41570.5,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Other,"Monetary, confiscation, disqualification",6,NA
41944,1995,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Other,"Monetary, confiscation, disqualification",1,NA
41804,1995,16,Property Damage And Environmental Pollution,Male,Other,"Monetary, confiscation, disqualification",1,NA
41841,1995,16,Public Order Offences,Male,Other,"Monetary, confiscation, disqualification",1,NA
41736,1995,16,Theft And Related Offences,Male,Other,"Monetary, confiscation, disqualification",1,NA
41940,1995,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Other,"Supervision, community work",1,NA
6235,1995,14,Sexual Assault And Related Offences,Male,Pacific Peoples,Adult sentences,1,NA
6452,1995,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,"Discharge, admonish",1,NA
6564,1995,14,Property Damage And Environmental Pollution,Male,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
6416,1995,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,"Supervision with activity, intensive supervision",1,NA
6404,1995,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,Supervision with residence,1,NA
6339,1995,14,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,"Supervision, community work",1,NA
6501,1995,14,Theft And Related Offences,Male,Pacific Peoples,"Supervision, community work",1,NA
19967,1995,15,Homicide And Related Offences,Male,Pacific Peoples,Adult sentences,1,NA
20086,1995,15,Sexual Assault And Related Offences,Male,Pacific Peoples,Adult sentences,1,NA
20273,1995,15,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,"Discharge, admonish",1,NA
20397,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,"Discharge, admonish",1,NA
20052,1995,15,Acts Intended To Cause Injury,Male,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
20129,1995,15,Dangerous Or Negligent Acts Endangering Persons,Male,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
20264,1995,15,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
20498,1995,15,Theft And Related Offences,Male,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
20380,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
20592,1995,15,Property Damage And Environmental Pollution,Male,Pacific Peoples,"Supervision with activity, intensive supervision",1,NA
20221,1995,15,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,"Supervision with activity, intensive supervision",1,NA
20337,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,"Supervision with activity, intensive supervision",1,NA
20159,1995,15,"Abduction, Harassment And Other Offences Against The Person",Male,Pacific Peoples,"Supervision, community work",1,NA
20033,1995,15,Acts Intended To Cause Injury,Male,Pacific Peoples,"Supervision, community work",1,NA
20240,1995,15,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,"Supervision, community work",1,NA
20477,1995,15,Theft And Related Offences,Male,Pacific Peoples,"Supervision, community work",1,NA
20356,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,"Supervision, community work",1,NA
38694,1995,16,Acts Intended To Cause Injury,Male,Pacific Peoples,Adult sentences,1,NA
38953,1995,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Adult sentences,6,NA
38953.1,1995,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Adult sentences,6,NA
38953.2,1995,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Adult sentences,6,NA
38953.3,1995,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Adult sentences,6,NA
38953.4,1995,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Adult sentences,6,NA
38953.5,1995,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Adult sentences,6,NA
38805,1995,16,Sexual Assault And Related Offences,Male,Pacific Peoples,Adult sentences,1,NA
39229,1995,16,Theft And Related Offences,Male,Pacific Peoples,Adult sentences,1,NA
39572,1995,16,Traffic And Vehicle Regulatory Offences,Male,Pacific Peoples,Adult sentences,1,NA
39089,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,Adult sentences,1,NA
39672,1995,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Pacific Peoples,"Discharge, admonish",1,NA
39311,1995,16,Theft And Related Offences,Male,Pacific Peoples,"Discharge, admonish",1,NA
38865,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Pacific Peoples,"Monetary, confiscation, disqualification",9,NA
38865.1,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Pacific Peoples,"Monetary, confiscation, disqualification",9,NA
38865.2,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Pacific Peoples,"Monetary, confiscation, disqualification",9,NA
38865.3,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Pacific Peoples,"Monetary, confiscation, disqualification",9,NA
